id,block,trial,outcome_a1,outcome_a2,prob_a1,prob_a2,outcome_b1,outcome_b2,prob_b1,prob_b2,choice,rt
2,2,78,0,0,1,1,16,-7,0.5,0.5,0,1.831
2,2,80,0,0,1,1,26,-19,0.5,0.5,0,0.001
2,2,81,0,0,1,1,24,-20,0.5,0.5,0,1.306
2,2,82,0,0,1,1,34,-6,0.5,0.5,1,1.481
2,2,83,0,0,1,1,24,-16,0.5,0.5,0,1.45
2,2,84,0,0,1,1,22,-6,0.5,0.5,1,1.386
2,2,85,0,0,1,1,12,-7,0.5,0.5,0,2.602
2,3,1,0,0,1,1,28,-17,0.5,0.5,0,1.274
2,3,2,0,0,1,1,14,-7,0.5,0.5,0,1.371
2,3,3,0,0,1,1,28,-18,0.5,0.5,0,0.888
2,3,4,0,0,1,1,16,-11,0.5,0.5,0,1.189
2,3,5,0,0,1,1,40,-20,0.5,0.5,0,2.092
2,3,6,0,0,1,1,18,-16,0.5,0.5,0,0.957
2,3,7,0,0,1,1,38,-11,0.5,0.5,1,2.636
2,3,9,0,0,1,1,40,-18,0.5,0.5,0,2.325
2,3,10,0,0,1,1,10,-10,0.5,0.5,0,1.198
2,3,11,0,0,1,1,24,-6,0.5,0.5,1,1.541
2,3,12,0,0,1,1,20,-8,0.5,0.5,1,1.453
2,3,13,0,0,1,1,40,-12,0.5,0.5,1,2.445
2,3,14,0,0,1,1,22,-10,0.5,0.5,0,1.685
2,3,15,0,0,1,1,18,-6,0.5,0.5,1,1.79
2,3,16,0,0,1,1,38,-16,0.5,0.5,0,2.2230000000000003
2,3,17,0,0,1,1,30,-20,0.5,0.5,0,1.246
2,3,18,0,0,1,1,22,-14,0.5,0.5,0,2.8939999999999997
2,3,19,0,0,1,1,18,-18,0.5,0.5,0,0.911
2,3,20,0,0,1,1,16,-19,0.5,0.5,0,0.895
2,3,21,0,0,1,1,24,-10,0.5,0.5,0,1.719
2,3,22,0,0,1,1,12,-19,0.5,0.5,0,0.91
2,3,23,0,0,1,1,28,-9,0.5,0.5,1,1.24
2,3,24,0,0,1,1,30,-10,0.5,0.5,1,2.215
2,3,25,0,0,1,1,18,-15,0.5,0.5,0,1.4
2,3,26,0,0,1,1,32,-14,0.5,0.5,0,2.367
2,3,28,0,0,1,1,38,-19,0.5,0.5,0,0.001
2,3,29,0,0,1,1,14,-10,0.5,0.5,0,1.528
2,3,30,0,0,1,1,34,-8,0.5,0.5,1,1.217
2,3,31,0,0,1,1,30,-11,0.5,0.5,0,1.96
2,3,32,0,0,1,1,32,-13,0.5,0.5,0,2.129
2,3,33,0,0,1,1,18,-11,0.5,0.5,0,1.704
2,3,34,0,0,1,1,30,-7,0.5,0.5,1,1.537
2,3,35,0,0,1,1,18,-13,0.5,0.5,0,1.689
2,3,36,0,0,1,1,14,-19,0.5,0.5,0,1.026
2,3,37,0,0,1,1,12,-11,0.5,0.5,0,1.161
2,3,38,0,0,1,1,10,-13,0.5,0.5,0,0.887
2,3,39,0,0,1,1,22,-16,0.5,0.5,0,0.954
2,3,40,0,0,1,1,12,-16,0.5,0.5,0,0.8009999999999999
2,3,41,0,0,1,1,38,-17,0.5,0.5,0,1.937
2,3,42,0,0,1,1,40,-14,0.5,0.5,1,1.626
2,3,43,0,0,1,1,22,-5,0.5,0.5,1,1.466
2,3,44,0,0,1,1,16,-16,0.5,0.5,0,0.899
2,3,45,0,0,1,1,34,-5,0.5,0.5,1,1.162
2,3,46,0,0,1,1,10,-19,0.5,0.5,0,1.034
2,3,47,0,0,1,1,14,-16,0.5,0.5,0,0.755
2,3,48,0,0,1,1,30,-8,0.5,0.5,1,1.113
2,3,49,0,0,1,1,34,-14,0.5,0.5,0,2.523
2,3,50,0,0,1,1,30,-14,0.5,0.5,0,1.331
2,3,51,0,0,1,1,26,-15,0.5,0.5,0,0.979
2,3,52,0,0,1,1,10,-20,0.5,0.5,0,1.052
2,3,53,0,0,1,1,34,-7,0.5,0.5,1,1.3
2,3,54,0,0,1,1,10,-5,0.5,0.5,0,2.522
2,3,55,0,0,1,1,20,-20,0.5,0.5,0,1.054
2,3,56,0,0,1,1,28,-20,0.5,0.5,0,1.244
2,3,57,0,0,1,1,36,-5,0.5,0.5,1,1.068
2,3,58,0,0,1,1,26,-7,0.5,0.5,1,1.028
2,3,59,0,0,1,1,26,-17,0.5,0.5,0,1.6840000000000002
2,3,60,0,0,1,1,16,-15,0.5,0.5,0,0.8440000000000001
2,3,61,0,0,1,1,26,-10,0.5,0.5,0,2.293
2,3,62,0,0,1,1,38,-15,0.5,0.5,0,1.445
2,3,63,0,0,1,1,26,-11,0.5,0.5,0,2.396
2,3,64,0,0,1,1,28,-5,0.5,0.5,1,1.349
2,3,65,0,0,1,1,14,-18,0.5,0.5,0,0.965
2,3,66,0,0,1,1,22,-12,0.5,0.5,0,2.347
2,3,67,0,0,1,1,34,-15,0.5,0.5,0,2.454
2,3,68,0,0,1,1,38,-13,0.5,0.5,0,2.478
2,3,69,0,0,1,1,10,-8,0.5,0.5,0,1.495
2,3,70,0,0,1,1,12,-9,0.5,0.5,0,1.199
2,3,71,0,0,1,1,36,-11,0.5,0.5,0,1.6869999999999998
2,3,72,0,0,1,1,14,-5,0.5,0.5,1,2.181
2,3,73,0,0,1,1,22,-11,0.5,0.5,0,1.255
2,3,74,0,0,1,1,18,-19,0.5,0.5,0,1.023
2,3,75,0,0,1,1,22,-8,0.5,0.5,1,1.567
2,3,76,0,0,1,1,38,-6,0.5,0.5,1,1.487
2,3,77,0,0,1,1,12,-8,0.5,0.5,0,2.488
2,3,78,0,0,1,1,14,-11,0.5,0.5,0,1.289
2,3,79,0,0,1,1,32,-12,0.5,0.5,1,2.9760000000000004
2,3,80,0,0,1,1,20,-11,0.5,0.5,0,1.257
2,3,81,0,0,1,1,26,-14,0.5,0.5,0,1.199
2,3,82,0,0,1,1,32,-8,0.5,0.5,1,1.432
2,3,83,0,0,1,1,40,-17,0.5,0.5,0,1.44
2,3,84,0,0,1,1,20,-17,0.5,0.5,0,2.0709999999999997
3,1,1,0,0,1,1,20,-15,0.5,0.5,0,1.104
3,1,2,0,0,1,1,18,-12,0.5,0.5,0,0.706
3,1,3,0,0,1,1,10,-15,0.5,0.5,0,0.565
3,1,4,0,0,1,1,34,-16,0.5,0.5,0,0.902
3,1,5,0,0,1,1,18,-5,0.5,0.5,1,1.246
3,1,6,0,0,1,1,26,-13,0.5,0.5,0,0.6679999999999999
3,1,7,0,0,1,1,32,-17,0.5,0.5,0,1.206
3,1,8,0,0,1,1,16,-5,0.5,0.5,1,1.067
3,1,9,0,0,1,1,22,-7,0.5,0.5,1,0.884
3,1,10,0,0,1,1,36,-8,0.5,0.5,1,1.455
3,1,11,0,0,1,1,16,-10,0.5,0.5,0,1.934
3,1,12,0,0,1,1,30,-13,0.5,0.5,0,0.7979999999999999
3,1,13,0,0,1,1,14,-17,0.5,0.5,0,0.919
3,1,14,0,0,1,1,28,-19,0.5,0.5,0,0.767
3,1,15,0,0,1,1,14,-20,0.5,0.5,0,0.6940000000000001
3,1,16,0,0,1,1,26,-16,0.5,0.5,0,1.192
3,1,17,0,0,1,1,40,-5,0.5,0.5,1,1.2
3,1,18,0,0,1,1,28,-12,0.5,0.5,0,1.358
3,1,19,0,0,1,1,20,-16,0.5,0.5,0,1.135
3,1,20,0,0,1,1,26,-5,0.5,0.5,1,1.046
3,1,21,0,0,1,1,32,-20,0.5,0.5,0,1.102
3,1,22,0,0,1,1,18,-17,0.5,0.5,0,1.016
3,1,23,0,0,1,1,20,-6,0.5,0.5,1,1.128
3,1,24,0,0,1,1,20,-18,0.5,0.5,0,1.135
3,1,25,0,0,1,1,40,-7,0.5,0.5,1,1.161
3,1,26,0,0,1,1,36,-6,0.5,0.5,1,1.015
3,1,27,0,0,1,1,16,-20,0.5,0.5,0,0.887
3,1,28,0,0,1,1,40,-15,0.5,0.5,0,1.569
3,1,29,0,0,1,1,10,-6,0.5,0.5,0,1.409
3,1,30,0,0,1,1,12,-15,0.5,0.5,0,1.08
3,1,31,0,0,1,1,34,-17,0.5,0.5,0,1.234
3,1,32,0,0,1,1,18,-14,0.5,0.5,0,0.695
3,1,33,0,0,1,1,40,-13,0.5,0.5,0,1.29
3,1,34,0,0,1,1,32,-19,0.5,0.5,0,0.698
3,1,35,0,0,1,1,14,-12,0.5,0.5,0,0.888
3,1,36,0,0,1,1,32,-10,0.5,0.5,0,0.792
3,1,37,0,0,1,1,36,-17,0.5,0.5,0,2.154
3,1,38,0,0,1,1,28,-13,0.5,0.5,0,0.826
3,1,39,0,0,1,1,34,-13,0.5,0.5,0,0.723
3,1,40,0,0,1,1,38,-14,0.5,0.5,0,0.809
3,1,41,0,0,1,1,32,-11,0.5,0.5,0,0.723
3,1,42,0,0,1,1,32,-9,0.5,0.5,1,0.977
3,1,43,0,0,1,1,30,-16,0.5,0.5,0,1.155
3,1,44,0,0,1,1,34,-10,0.5,0.5,0,1.274
3,1,45,0,0,1,1,18,-8,0.5,0.5,1,1.235
3,1,46,0,0,1,1,34,-20,0.5,0.5,0,1.745
3,1,47,0,0,1,1,32,-16,0.5,0.5,0,1.179
3,1,48,0,0,1,1,24,-12,0.5,0.5,0,0.8109999999999999
3,1,49,0,0,1,1,38,-12,0.5,0.5,0,2.708
3,1,50,0,0,1,1,38,-10,0.5,0.5,0,0.767
3,1,51,0,0,1,1,24,-7,0.5,0.5,1,1.02
3,1,52,0,0,1,1,16,-13,0.5,0.5,0,0.779
3,1,53,0,0,1,1,36,-19,0.5,0.5,0,0.693
3,1,54,0,0,1,1,32,-5,0.5,0.5,1,1.221
3,1,55,0,0,1,1,34,-9,0.5,0.5,1,1.173
3,1,56,0,0,1,1,28,-7,0.5,0.5,1,1.171
3,1,57,0,0,1,1,24,-13,0.5,0.5,0,0.772
3,1,58,0,0,1,1,38,-5,0.5,0.5,1,1.126
3,1,59,0,0,1,1,22,-9,0.5,0.5,0,1.99
3,1,60,0,0,1,1,10,-11,0.5,0.5,0,0.598
3,1,61,0,0,1,1,12,-14,0.5,0.5,0,0.541
3,1,62,0,0,1,1,34,-19,0.5,0.5,0,0.5329999999999999
3,1,63,0,0,1,1,38,-7,0.5,0.5,1,1.206
3,1,64,0,0,1,1,30,-6,0.5,0.5,1,1.148
3,1,65,0,0,1,1,26,-18,0.5,0.5,0,1.029
3,1,66,0,0,1,1,14,-6,0.5,0.5,0,1.06
3,1,67,0,0,1,1,16,-12,0.5,0.5,0,0.742
3,1,68,0,0,1,1,22,-20,0.5,0.5,0,1.342
3,1,69,0,0,1,1,12,-17,0.5,0.5,0,0.8290000000000001
3,1,70,0,0,1,1,10,-7,0.5,0.5,0,1.088
3,1,71,0,0,1,1,18,-20,0.5,0.5,0,0.833
3,1,72,0,0,1,1,12,-6,0.5,0.5,0,1.224
3,1,73,0,0,1,1,32,-6,0.5,0.5,1,1.446
3,1,74,0,0,1,1,18,-7,0.5,0.5,0,1.287
3,1,75,0,0,1,1,40,-10,0.5,0.5,1,0.888
3,1,76,0,0,1,1,14,-14,0.5,0.5,0,1.015
3,1,77,0,0,1,1,30,-19,0.5,0.5,0,1.318
3,1,78,0,0,1,1,24,-18,0.5,0.5,0,1.345
3,1,79,0,0,1,1,10,-12,0.5,0.5,0,0.633
3,1,80,0,0,1,1,40,-19,0.5,0.5,0,1.537
3,1,81,0,0,1,1,24,-9,0.5,0.5,0,1.439
3,1,82,0,0,1,1,16,-18,0.5,0.5,0,0.961
3,1,83,0,0,1,1,36,-12,0.5,0.5,0,0.912
3,1,84,0,0,1,1,26,-9,0.5,0.5,0,1.672
3,1,85,0,0,1,1,20,-12,0.5,0.5,0,0.968
3,1,86,0,0,1,1,24,-14,0.5,0.5,0,0.7
3,2,2,0,0,1,1,22,-17,0.5,0.5,0,2.398
3,2,3,0,0,1,1,10,-16,0.5,0.5,0,1.351
3,2,4,0,0,1,1,38,-18,0.5,0.5,0,1.137
3,2,5,0,0,1,1,20,-14,0.5,0.5,0,1.391
3,2,6,0,0,1,1,14,-13,0.5,0.5,0,1.596
3,2,7,0,0,1,1,40,-8,0.5,0.5,1,0.991
3,2,8,0,0,1,1,32,-18,0.5,0.5,0,1.4069999999999998
3,2,9,0,0,1,1,24,-8,0.5,0.5,1,1.464
3,2,10,0,0,1,1,36,-14,0.5,0.5,1,1.403
3,2,11,0,0,1,1,28,-6,0.5,0.5,1,1.062
3,2,12,0,0,1,1,16,-14,0.5,0.5,0,0.7290000000000001
3,2,13,0,0,1,1,14,-9,0.5,0.5,0,1.712
3,2,14,0,0,1,1,20,-13,0.5,0.5,0,1.136
3,2,15,0,0,1,1,30,-18,0.5,0.5,0,0.952
3,2,16,0,0,1,1,14,-15,0.5,0.5,0,1.56
3,2,17,0,0,1,1,12,-12,0.5,0.5,0,0.8240000000000001
3,2,18,0,0,1,1,24,-11,0.5,0.5,0,1.098
3,2,19,0,0,1,1,12,-10,0.5,0.5,0,1.537
3,2,20,0,0,1,1,16,-6,0.5,0.5,0,0.001
3,2,21,0,0,1,1,38,-20,0.5,0.5,0,1.218
3,2,22,0,0,1,1,28,-10,0.5,0.5,0,1.1840000000000002
3,2,23,0,0,1,1,20,-7,0.5,0.5,1,1.057
3,2,24,0,0,1,1,38,-9,0.5,0.5,1,1.329
3,2,25,0,0,1,1,26,-12,0.5,0.5,0,0.946
3,2,26,0,0,1,1,10,-14,0.5,0.5,0,1.091
3,2,27,0,0,1,1,12,-13,0.5,0.5,0,1.073
3,2,28,0,0,1,1,24,-15,0.5,0.5,0,1.075
3,2,29,0,0,1,1,32,-15,0.5,0.5,0,0.89
3,2,30,0,0,1,1,36,-15,0.5,0.5,0,0.8340000000000001
3,2,31,0,0,1,1,36,-18,0.5,0.5,0,1.195
3,2,32,0,0,1,1,12,-18,0.5,0.5,0,1.081
3,2,33,0,0,1,1,20,-9,0.5,0.5,1,1.057
3,2,34,0,0,1,1,16,-8,0.5,0.5,1,1.87
3,2,35,0,0,1,1,12,-20,0.5,0.5,0,1.123
3,2,36,0,0,1,1,22,-19,0.5,0.5,0,1.564
3,2,37,0,0,1,1,36,-9,0.5,0.5,0,1.101
3,2,38,0,0,1,1,26,-6,0.5,0.5,1,1.27
3,2,39,0,0,1,1,30,-5,0.5,0.5,1,1.293
3,2,40,0,0,1,1,36,-7,0.5,0.5,1,1.05
3,2,41,0,0,1,1,18,-10,0.5,0.5,0,1.444
3,2,42,0,0,1,1,30,-9,0.5,0.5,1,0.909
3,2,43,0,0,1,1,30,-12,0.5,0.5,0,1.781
3,2,44,0,0,1,1,14,-8,0.5,0.5,1,1.996
3,2,45,0,0,1,1,20,-19,0.5,0.5,0,1.157
3,2,46,0,0,1,1,28,-14,0.5,0.5,0,1.253
3,2,47,0,0,1,1,16,-17,0.5,0.5,0,0.878
3,2,48,0,0,1,1,26,-8,0.5,0.5,1,1.382
3,2,49,0,0,1,1,10,-17,0.5,0.5,0,1.036
3,2,50,0,0,1,1,12,-5,0.5,0.5,1,1.167
3,2,51,0,0,1,1,40,-6,0.5,0.5,1,1.351
3,2,52,0,0,1,1,36,-13,0.5,0.5,0,1.5490000000000002
3,2,53,0,0,1,1,10,-9,0.5,0.5,0,1.279
3,2,54,0,0,1,1,34,-18,0.5,0.5,0,1.014
3,2,55,0,0,1,1,30,-15,0.5,0.5,0,1.311
3,2,56,0,0,1,1,18,-9,0.5,0.5,0,1.016
3,2,57,0,0,1,1,26,-20,0.5,0.5,0,1.288
3,2,58,0,0,1,1,36,-20,0.5,0.5,0,0.887
3,2,59,0,0,1,1,22,-15,0.5,0.5,0,0.943
3,2,60,0,0,1,1,38,-8,0.5,0.5,1,1.584
3,2,61,0,0,1,1,28,-16,0.5,0.5,0,1.399
3,2,62,0,0,1,1,34,-12,0.5,0.5,0,1.105
3,2,63,0,0,1,1,28,-15,0.5,0.5,0,1.217
3,2,64,0,0,1,1,24,-17,0.5,0.5,0,0.904
3,2,65,0,0,1,1,28,-11,0.5,0.5,0,1.024
3,2,66,0,0,1,1,16,-9,0.5,0.5,0,1.224
3,2,67,0,0,1,1,22,-13,0.5,0.5,0,0.8490000000000001
3,2,68,0,0,1,1,40,-11,0.5,0.5,1,1.6980000000000002
3,2,69,0,0,1,1,28,-8,0.5,0.5,1,1.281
3,2,70,0,0,1,1,36,-16,0.5,0.5,0,1.063
3,2,71,0,0,1,1,20,-10,0.5,0.5,0,1.057
3,2,72,0,0,1,1,10,-18,0.5,0.5,0,1.065
3,2,73,0,0,1,1,40,-9,0.5,0.5,0,1.082
3,2,74,0,0,1,1,32,-7,0.5,0.5,1,1.4409999999999998
3,2,75,0,0,1,1,40,-16,0.5,0.5,0,1.643
3,2,76,0,0,1,1,30,-17,0.5,0.5,0,1.29
3,2,77,0,0,1,1,24,-5,0.5,0.5,1,1.179
3,2,78,0,0,1,1,16,-7,0.5,0.5,1,1.346
3,2,79,0,0,1,1,22,-18,0.5,0.5,0,1.162
3,2,80,0,0,1,1,26,-19,0.5,0.5,0,1.058
3,2,81,0,0,1,1,24,-20,0.5,0.5,0,0.8909999999999999
3,2,82,0,0,1,1,34,-6,0.5,0.5,1,1.114
3,2,83,0,0,1,1,24,-16,0.5,0.5,0,0.74
3,2,84,0,0,1,1,22,-6,0.5,0.5,1,1.491
3,2,85,0,0,1,1,12,-7,0.5,0.5,0,1.243
3,3,1,0,0,1,1,28,-17,0.5,0.5,0,1.204
3,3,2,0,0,1,1,14,-7,0.5,0.5,0,1.071
3,3,3,0,0,1,1,28,-18,0.5,0.5,0,1.6269999999999998
3,3,4,0,0,1,1,16,-11,0.5,0.5,0,0.78
3,3,5,0,0,1,1,40,-20,0.5,0.5,0,0.942
3,3,6,0,0,1,1,18,-16,0.5,0.5,0,0.743
3,3,7,0,0,1,1,38,-11,0.5,0.5,0,0.965
3,3,8,0,0,1,1,36,-10,0.5,0.5,0,1.287
3,3,9,0,0,1,1,40,-18,0.5,0.5,0,1.023
3,3,10,0,0,1,1,10,-10,0.5,0.5,0,1.399
3,3,11,0,0,1,1,24,-6,0.5,0.5,1,0.8
3,3,12,0,0,1,1,20,-8,0.5,0.5,1,1.198
3,3,13,0,0,1,1,40,-12,0.5,0.5,0,0.872
3,3,14,0,0,1,1,22,-10,0.5,0.5,0,1.008
3,3,15,0,0,1,1,18,-6,0.5,0.5,0,0.816
3,3,16,0,0,1,1,38,-16,0.5,0.5,0,1.056
3,3,17,0,0,1,1,30,-20,0.5,0.5,0,1.105
3,3,18,0,0,1,1,22,-14,0.5,0.5,0,1.215
3,3,19,0,0,1,1,18,-18,0.5,0.5,0,1.14
3,3,20,0,0,1,1,16,-19,0.5,0.5,0,1.305
3,3,21,0,0,1,1,24,-10,0.5,0.5,0,1.056
3,3,22,0,0,1,1,12,-19,0.5,0.5,0,1.233
3,3,23,0,0,1,1,28,-9,0.5,0.5,1,0.973
3,3,24,0,0,1,1,30,-10,0.5,0.5,0,1.425
3,3,25,0,0,1,1,18,-15,0.5,0.5,0,1.151
3,3,26,0,0,1,1,32,-14,0.5,0.5,0,0.928
3,3,27,0,0,1,1,34,-11,0.5,0.5,0,0.85
3,3,28,0,0,1,1,38,-19,0.5,0.5,0,1.104
3,3,29,0,0,1,1,14,-10,0.5,0.5,0,1.01
3,3,30,0,0,1,1,34,-8,0.5,0.5,1,1.17
3,3,31,0,0,1,1,30,-11,0.5,0.5,0,1.137
3,3,32,0,0,1,1,32,-13,0.5,0.5,0,1.075
3,3,33,0,0,1,1,18,-11,0.5,0.5,0,0.8190000000000001
3,3,34,0,0,1,1,30,-7,0.5,0.5,1,1.227
3,3,35,0,0,1,1,18,-13,0.5,0.5,0,0.955
3,3,36,0,0,1,1,14,-19,0.5,0.5,0,0.865
3,3,37,0,0,1,1,12,-11,0.5,0.5,0,1.195
3,3,38,0,0,1,1,10,-13,0.5,0.5,0,0.778
3,3,39,0,0,1,1,22,-16,0.5,0.5,0,1.012
3,3,40,0,0,1,1,12,-16,0.5,0.5,0,0.684
3,3,41,0,0,1,1,38,-17,0.5,0.5,0,1.419
3,3,42,0,0,1,1,40,-14,0.5,0.5,0,1.276
3,3,43,0,0,1,1,22,-5,0.5,0.5,1,1.3730000000000002
3,3,44,0,0,1,1,16,-16,0.5,0.5,0,0.977
3,3,45,0,0,1,1,34,-5,0.5,0.5,1,1.332
3,3,46,0,0,1,1,10,-19,0.5,0.5,0,0.997
3,3,47,0,0,1,1,14,-16,0.5,0.5,0,1.125
3,3,48,0,0,1,1,30,-8,0.5,0.5,0,1.125
3,3,49,0,0,1,1,34,-14,0.5,0.5,0,1.084
3,3,50,0,0,1,1,30,-14,0.5,0.5,0,1.035
3,3,51,0,0,1,1,26,-15,0.5,0.5,0,0.91
3,3,52,0,0,1,1,10,-20,0.5,0.5,0,0.99
3,3,53,0,0,1,1,34,-7,0.5,0.5,1,1.178
3,3,54,0,0,1,1,10,-5,0.5,0.5,1,2.15
3,3,55,0,0,1,1,20,-20,0.5,0.5,0,1.59
3,3,56,0,0,1,1,28,-20,0.5,0.5,0,1.3230000000000002
3,3,57,0,0,1,1,36,-5,0.5,0.5,1,1.054
3,3,58,0,0,1,1,26,-7,0.5,0.5,1,1.34
3,3,59,0,0,1,1,26,-17,0.5,0.5,0,1.351
3,3,60,0,0,1,1,16,-15,0.5,0.5,0,1.506
3,3,61,0,0,1,1,26,-10,0.5,0.5,0,1.007
3,3,62,0,0,1,1,38,-15,0.5,0.5,0,1.655
3,3,63,0,0,1,1,26,-11,0.5,0.5,0,1.03
3,3,64,0,0,1,1,28,-5,0.5,0.5,1,1.152
3,3,65,0,0,1,1,14,-18,0.5,0.5,0,1.159
3,3,66,0,0,1,1,22,-12,0.5,0.5,0,1.224
3,3,67,0,0,1,1,34,-15,0.5,0.5,0,1.106
3,3,68,0,0,1,1,38,-13,0.5,0.5,0,1.036
3,3,69,0,0,1,1,10,-8,0.5,0.5,0,1.808
3,3,70,0,0,1,1,12,-9,0.5,0.5,0,1.489
3,3,71,0,0,1,1,36,-11,0.5,0.5,0,0.765
3,3,72,0,0,1,1,14,-5,0.5,0.5,1,1.506
3,3,73,0,0,1,1,22,-11,0.5,0.5,0,0.999
3,3,74,0,0,1,1,18,-19,0.5,0.5,0,1.199
3,3,75,0,0,1,1,22,-8,0.5,0.5,1,1.025
3,3,76,0,0,1,1,38,-6,0.5,0.5,1,1.433
3,3,77,0,0,1,1,12,-8,0.5,0.5,0,1.689
3,3,78,0,0,1,1,14,-11,0.5,0.5,0,1.194
3,3,79,0,0,1,1,32,-12,0.5,0.5,0,1.039
3,3,80,0,0,1,1,20,-11,0.5,0.5,0,0.778
3,3,81,0,0,1,1,26,-14,0.5,0.5,0,0.7859999999999999
3,3,82,0,0,1,1,32,-8,0.5,0.5,1,1.295
3,3,83,0,0,1,1,40,-17,0.5,0.5,0,2.09
3,3,84,0,0,1,1,20,-17,0.5,0.5,0,0.787
3,3,85,0,0,1,1,24,-19,0.5,0.5,0,1.078
4,1,2,0,0,1,1,18,-12,0.5,0.5,0,1.836
4,1,3,0,0,1,1,10,-15,0.5,0.5,0,0.867
4,1,4,0,0,1,1,34,-16,0.5,0.5,0,1.482
4,1,5,0,0,1,1,18,-5,0.5,0.5,0,1.116
4,1,6,0,0,1,1,26,-13,0.5,0.5,0,1.069
4,1,7,0,0,1,1,32,-17,0.5,0.5,0,0.971
4,1,8,0,0,1,1,16,-5,0.5,0.5,0,1.899
4,1,9,0,0,1,1,22,-7,0.5,0.5,0,1.453
4,1,10,0,0,1,1,36,-8,0.5,0.5,1,2.4130000000000003
4,1,11,0,0,1,1,16,-10,0.5,0.5,0,1.686
4,1,12,0,0,1,1,30,-13,0.5,0.5,0,1.757
4,1,13,0,0,1,1,14,-17,0.5,0.5,0,1.5490000000000002
4,1,14,0,0,1,1,28,-19,0.5,0.5,0,1.525
4,1,15,0,0,1,1,14,-20,0.5,0.5,0,1.396
4,1,16,0,0,1,1,26,-16,0.5,0.5,0,1.19
4,1,17,0,0,1,1,40,-5,0.5,0.5,0,1.038
4,1,18,0,0,1,1,28,-12,0.5,0.5,0,1.953
4,1,19,0,0,1,1,20,-16,0.5,0.5,0,1.55
4,1,20,0,0,1,1,26,-5,0.5,0.5,1,1.654
4,1,21,0,0,1,1,32,-20,0.5,0.5,0,1.493
4,1,22,0,0,1,1,18,-17,0.5,0.5,0,1.399
4,1,23,0,0,1,1,20,-6,0.5,0.5,0,2.294
4,1,24,0,0,1,1,20,-18,0.5,0.5,0,1.263
4,1,25,0,0,1,1,40,-7,0.5,0.5,1,1.35
4,1,26,0,0,1,1,36,-6,0.5,0.5,1,1.599
4,1,27,0,0,1,1,16,-20,0.5,0.5,0,0.999
4,1,28,0,0,1,1,40,-15,0.5,0.5,0,1.519
4,1,29,0,0,1,1,10,-6,0.5,0.5,0,1.423
4,1,30,0,0,1,1,12,-15,0.5,0.5,0,1.135
4,1,31,0,0,1,1,34,-17,0.5,0.5,0,1.986
4,1,32,0,0,1,1,18,-14,0.5,0.5,0,1.248
4,1,33,0,0,1,1,40,-13,0.5,0.5,0,2.7910000000000004
4,1,34,0,0,1,1,32,-19,0.5,0.5,0,2.24
4,1,35,0,0,1,1,14,-12,0.5,0.5,0,1.159
4,1,36,0,0,1,1,32,-10,0.5,0.5,0,1.599
4,1,37,0,0,1,1,36,-17,0.5,0.5,0,1.776
4,1,38,0,0,1,1,28,-13,0.5,0.5,0,2.032
4,1,39,0,0,1,1,34,-13,0.5,0.5,0,1.536
4,1,40,0,0,1,1,38,-14,0.5,0.5,0,1.3530000000000002
4,1,41,0,0,1,1,32,-11,0.5,0.5,0,2.448
4,1,42,0,0,1,1,32,-9,0.5,0.5,1,1.5930000000000002
4,1,43,0,0,1,1,30,-16,0.5,0.5,0,2.202
4,1,44,0,0,1,1,34,-10,0.5,0.5,0,2.169
4,1,45,0,0,1,1,18,-8,0.5,0.5,0,1.808
4,1,46,0,0,1,1,34,-20,0.5,0.5,0,2.322
4,1,47,0,0,1,1,32,-16,0.5,0.5,0,2.019
4,1,48,0,0,1,1,24,-12,0.5,0.5,0,1.242
4,1,50,0,0,1,1,38,-10,0.5,0.5,0,0.001
4,1,51,0,0,1,1,24,-7,0.5,0.5,1,1.602
4,1,52,0,0,1,1,16,-13,0.5,0.5,0,1.3130000000000002
4,1,53,0,0,1,1,36,-19,0.5,0.5,0,1.85
4,1,54,0,0,1,1,32,-5,0.5,0.5,1,1.539
4,1,55,0,0,1,1,34,-9,0.5,0.5,0,2.484
4,1,57,0,0,1,1,24,-13,0.5,0.5,1,0.001
4,1,58,0,0,1,1,38,-5,0.5,0.5,1,1.884
4,1,59,0,0,1,1,22,-9,0.5,0.5,0,1.843
4,1,60,0,0,1,1,10,-11,0.5,0.5,0,0.948
4,1,61,0,0,1,1,12,-14,0.5,0.5,0,1.092
4,1,62,0,0,1,1,34,-19,0.5,0.5,0,2.4530000000000003
4,1,63,0,0,1,1,38,-7,0.5,0.5,1,1.524
4,1,64,0,0,1,1,30,-6,0.5,0.5,1,1.733
4,1,65,0,0,1,1,26,-18,0.5,0.5,0,1.765
4,1,66,0,0,1,1,14,-6,0.5,0.5,0,1.318
4,1,67,0,0,1,1,16,-12,0.5,0.5,0,1.725
4,1,68,0,0,1,1,22,-20,0.5,0.5,0,1.205
4,1,69,0,0,1,1,12,-17,0.5,0.5,0,1.366
4,1,70,0,0,1,1,10,-7,0.5,0.5,0,1.493
4,1,71,0,0,1,1,18,-20,0.5,0.5,0,1.703
4,1,72,0,0,1,1,12,-6,0.5,0.5,0,2.63
4,1,73,0,0,1,1,32,-6,0.5,0.5,1,1.774
4,1,74,0,0,1,1,18,-7,0.5,0.5,0,1.805
4,1,75,0,0,1,1,40,-10,0.5,0.5,1,1.662
