id,age,sex,trial,gamble_type,choice,resp,rt,outcome_a1,outcome_a2,outcome_a3,outcome_b1,outcome_b2,outcome_b3,ev_a,ev_b,ev_diff,var_a,var_b,var_diff,loss_a,loss_b,loss_diff,skew_a,skew_b,skew_diff
12,55,male,214,confounded,b,1,2.7719000000004144,69,48,-67,68,45,-60,16.66666667,17.66666667,-1,59.77922344,55.7155474,4.063676043,-67,-60,-7,-0.64,-0.62,-0.02
12,55,male,215,confounded,b,1,3.0896999999993113,57,40,-94,70,21,-79,1,4,-3,67.53270812,62.00537611,5.527332014,-94,-79,-15,-0.67,-0.39,-0.28
12,55,male,216,confounded,b,1,1.6457999999988715,80,54,-23,85,21,-13,37,31,6,43.73404471,40.62839729,3.105647416,-23,-13,-10,-0.52,0.35,-0.87
12,55,male,217,unconfounded,b,1,1.1074000000003252,74,35,-30,97,8,-17,26.33333333,29.33333333,-3,42.89781139,48.92397731,-6.026165915,-30,-17,-13,-0.29,0.57,-0.86
12,55,male,218,confounded,b,1,1.6904000000002952,65,54,-20,73,59,-6,33,42,-9,37.74475681,34.41898701,3.325769802,-20,-6,-14,-0.66,-0.62,-0.04
12,55,male,219,unconfounded,b,1,1.6923000000007278,50,26,-17,66,7,-11,19.66666667,20.66666667,-1,27.71682201,32.88701196,-5.17018995,-17,-11,-6,-0.33,0.55,-0.88
13,45,male,0,unconfounded,a,0,17.27940000000595,81,32,-83,99,17,-77,10,13,-3,68.73621074,71.90734779,-3.171137055,-83,-77,-6,-0.45,-0.08,-0.37
13,45,male,1,unconfounded,b,1,1.7882999999970082,72,62,-10,99,53,-1,41.33333333,50.33333333,-9,36.52700675,40.86835233,-4.341345579,-10,-1,-9,-0.67,-0.1,-0.57
13,45,male,3,unconfounded,b,1,3.223399999991045,55,52,-40,92,13,-29,22.33333333,25.33333333,-3,44.09333535,50.16195991,-6.068624563,-40,-29,-11,-0.7,0.35,-1.05
13,45,male,4,confounded,b,1,3.5649999999999977,73,68,-84,83,63,-71,19,25,-6,72.86059749,68.37153404,4.489063453,-84,-71,-13,-0.7,-0.66,-0.04
13,45,male,5,unconfounded,a,0,3.1783999999910577,83,22,-20,90,5,-13,28.33333333,27.33333333,1,42.28737663,44.91720779,-2.629831159,-20,-13,-7,0.22,0.62,-0.4
13,45,male,6,unconfounded,a,0,3.378499999999974,56,53,-14,73,2,-7,31.66666667,22.66666667,9,32.31442746,35.78019316,-3.465765693,-14,-7,-7,-0.7,0.67,-1.37
13,45,male,7,unconfounded,b,1,8.18079999999702,61,18,-37,77,14,-31,14,20,-6,40.10818703,44.29446918,-4.186282153,-37,-31,-6,-0.15,0.2,-0.35
13,45,male,8,unconfounded,a,0,2.5022999999970352,61,53,-28,85,3,-20,28.66666667,22.66666667,6,40.20226638,45.0653846,-4.863118215,-28,-20,-8,-0.69,0.57,-1.26
13,45,male,9,unconfounded,a,0,3.936499999999967,60,34,-88,93,15,-75,2,11,-9,64.51873113,68.64400921,-4.125278077,-88,-75,-13,-0.62,-0.09,-0.53
13,45,male,10,unconfounded,a,0,6.532000000000011,76,54,-46,97,16,-38,28,25,3,53.09111665,55.47972603,-2.388609381,-46,-38,-8,-0.62,0.24,-0.86
13,45,male,11,unconfounded,a,0,4.280299999996998,68,28,-25,85,2,-13,23.66666667,24.66666667,-1,38.09053542,43.09936839,-5.008832965,-25,-13,-12,-0.17,0.64,-0.81
13,45,male,12,unconfounded,a,0,2.6933999999910725,64,49,-69,94,7,-60,14.66666667,13.66666667,1,59.4773533,63.04671989,-3.56936659,-69,-60,-9,-0.67,0.16,-0.83
13,45,male,13,unconfounded,a,0,2.485499999999945,74,36,-41,90,6,-30,23,22,1,47.84001115,50.27922036,-2.439209212,-41,-30,-11,-0.39,0.45,-0.84
13,45,male,14,unconfounded,a,0,2.6225000000000023,67,35,-44,90,1,-33,19.33333333,19.33333333,0,46.64999702,51.86092513,-5.210928109,-44,-33,-11,-0.47,0.49,-0.96
13,45,male,15,unconfounded,a,0,2.2252000000029852,58,54,-47,89,7,-34,21.66666667,20.66666667,1,48.58211834,51.13598429,-2.553865948,-47,-34,-13,-0.7,0.38,-1.08
13,45,male,16,unconfounded,b,1,5.935200000002965,76,42,-93,97,33,-87,8.333333333,14.33333333,-6,72.9855389,76.26853145,-3.282992543,-93,-87,-6,-0.59,-0.35,-0.24
13,45,male,17,confounded,b,1,9.775700000002985,93,88,-12,97,64,-1,56.33333333,53.33333333,3,48.36206043,40.71308826,7.64897217,-12,-1,-11,-0.7,-0.38,-0.32
13,45,male,18,confounded,b,1,5.442799999997021,45,24,-31,48,17,-18,12.66666667,15.66666667,-3,32.0451071,26.96087701,5.084230092,-31,-18,-13,-0.49,-0.07,-0.42
13,45,male,19,unconfounded,a,0,3.683999999999969,60,51,-79,94,11,-73,10.66666667,10.66666667,0,63.51027913,68.17787194,-4.667592807,-79,-73,-6,-0.7,-0.01,-0.69
13,45,male,20,confounded,b,1,5.037899999991055,79,27,-34,70,26,-24,24,24,0,46.18080409,38.40138886,7.779415229,-34,-24,-10,-0.1,-0.08,-0.02
13,45,male,21,confounded,a,0,3.8832000000030007,87,69,-31,91,47,-16,41.66666667,40.66666667,1,51.90589776,43.91152721,7.994370546,-31,-16,-15,-0.64,-0.21,-0.43
13,45,male,22,confounded,b,1,4.124900000005994,91,75,-12,94,55,-4,51.33333333,48.33333333,3,45.25728916,40.28509512,4.97219404,-12,-4,-8,-0.64,-0.24,-0.4
13,45,male,23,unconfounded,a,0,3.531900000005976,64,56,-58,94,9,-50,20.66666667,17.66666667,3,55.72152985,59.10630724,-3.384777389,-58,-50,-8,-0.7,0.22,-0.92
13,45,male,25,confounded,b,1,5.555299999996976,65,30,-84,74,33,-69,3.666666667,12.66666667,-9,63.61516241,60.12394605,3.491216361,-84,-69,-15,-0.55,-0.47,-0.08
13,45,male,26,confounded,b,1,6.6029000000059455,84,54,-18,91,30,-4,40,39,1,42.80186912,39.3022476,3.499621515,-18,-4,-14,-0.46,0.33,-0.79
13,45,male,27,unconfounded,a,0,4.242099999994025,61,50,-88,94,11,-82,7.666666667,7.666666667,0,67.79544396,71.8903486,-4.094904639,-88,-82,-6,-0.69,-0.07,-0.62
13,45,male,28,unconfounded,a,0,8.895700000002932,49,33,-54,78,3,-44,9.333333333,12.33333333,-3,45.25728916,50.24163833,-4.98434917,-54,-44,-10,-0.64,0.27,-0.91
13,45,male,29,confounded,b,1,5.035000000000025,75,56,-40,78,43,-30,30.33333333,30.33333333,0,50.33443707,44.99135719,5.343079879,-40,-30,-10,-0.63,-0.4,-0.23
13,45,male,30,unconfounded,a,0,5.288499999999999,51,48,-71,84,26,-64,9.333333333,15.33333333,-6,56.81744646,60.88969991,-4.072253454,-71,-64,-7,-0.71,-0.26,-0.45
13,45,male,31,unconfounded,a,0,3.839499999999987,74,46,-44,87,1,-39,25.33333333,16.33333333,9,50.34105901,52.56953068,-2.228471667,-44,-39,-5,-0.55,0.41,-0.96
13,45,male,32,unconfounded,a,0,4.504099999994025,78,35,-19,87,10,-12,31.33333333,28.33333333,3,39.68486977,42.44473531,-2.759865537,-19,-12,-7,-0.14,0.57,-0.71
13,45,male,33,unconfounded,a,0,3.2502999999970257,79,56,-16,99,19,-8,39.66666667,36.66666667,3,40.46672158,45.4337124,-4.966990816,-16,-8,-8,-0.54,0.52,-1.06
13,45,male,34,confounded,a,0,3.044600000008927,59,54,-8,62,28,-3,35,29,6,30.47403266,26.54555832,3.928474339,-8,-3,-5,-0.69,0.06,-0.75
13,45,male,35,confounded,a,0,3.5582000000029552,88,81,-45,99,73,-30,41.33333333,47.33333333,-6,61.11373732,55.70358058,5.410156742,-45,-30,-15,-0.7,-0.59,-0.11
13,45,male,36,unconfounded,a,0,3.064200000002984,79,53,-16,96,9,-7,38.66666667,32.66666667,6,40.08601862,45.25728916,-5.17127054,-16,-7,-9,-0.49,0.64,-1.13
13,45,male,37,confounded,b,1,6.186200000002941,60,35,-32,57,29,-20,21,22,-1,38.8415585,31.82242396,7.01913454,-32,-20,-12,-0.49,-0.32,-0.17
13,45,male,38,confounded,b,1,7.43939999999111,74,69,-25,82,49,-13,39.33333333,39.33333333,0,45.5363103,39.38132665,6.154983646,-25,-13,-12,-0.7,-0.35,-0.35
13,45,male,39,unconfounded,a,0,2.7301000000089175,50,26,-17,66,7,-11,19.66666667,20.66666667,-1,27.71682201,32.88701196,-5.17018995,-17,-11,-6,-0.33,0.55,-0.88
13,45,male,40,confounded,b,1,3,66,64,-14,70,50,-1,38.66666667,39.66666667,-1,37.24990679,29.89239963,7.357507157,-14,-1,-13,-0.71,-0.48,-0.23
13,45,male,41,unconfounded,a,0,4.295399999991048,63,43,-58,93,3,-51,16,15,1,52.95910372,59.39696962,-6.437865901,-58,-51,-7,-0.63,0.29,-0.92
13,45,male,42,unconfounded,a,0,3.766399999991051,82,49,-56,98,10,-51,25,19,6,58.83876273,61.16098975,-2.322227012,-56,-51,-5,-0.54,0.22,-0.76
13,45,male,43,confounded,a,0,6.357100000008984,82,32,-65,81,1,-60,16.33333333,7.333333333,9,61.02640594,57.73695139,3.289454554,-65,-60,-5,-0.37,0.16,-0.53
13,45,male,44,confounded,a,0,12.925799999997023,94,59,-24,99,39,-12,43,42,1,49.48400415,45.36518489,4.118819261,-24,-12,-12,-0.45,0.1,-0.55
13,45,male,45,unconfounded,a,0,7.491700000002993,70,16,-49,84,3,-41,12.33333333,15.33333333,-3,48.65068231,51.77086268,-3.12018037,-49,-41,-8,-0.11,0.34,-0.45
13,45,male,46,unconfounded,a,0,6.727299999997001,66,36,-14,80,11,-6,29.33333333,28.33333333,1,32.99831646,37.18721405,-4.188897596,-14,-6,-8,-0.29,0.6,-0.89
13,45,male,47,unconfounded,a,0,3.759799999997029,72,70,-34,99,2,-20,36,27,9,49.50420858,51.69784006,-2.193631483,-34,-20,-14,-0.71,0.61,-1.32
13,45,male,48,confounded,b,1,4.1015999999940504,93,87,-40,99,80,-30,46.66666667,49.66666667,-3,61.33152171,56.86436103,4.467160681,-40,-30,-10,-0.7,-0.65,-0.05
13,45,male,49,confounded,b,1,6.63429999999704,65,54,-20,73,59,-6,33,42,-9,37.74475681,34.41898701,3.325769802,-20,-6,-14,-0.66,-0.62,-0.04
13,45,male,50,confounded,a,0,9.629400000005944,80,54,-23,85,21,-13,37,31,6,43.73404471,40.62839729,3.105647416,-23,-13,-10,-0.52,0.35,-0.87
13,45,male,51,confounded,a,0,4.097799999997051,95,89,-13,98,73,-3,57,56,1,49.55804677,42.94958285,6.608463927,-13,-3,-10,-0.7,-0.53,-0.17
13,45,male,52,confounded,b,1,6.74550000000005,65,35,-34,61,27,-22,22,22,0,41.44876355,34.06855833,7.380205222,-34,-22,-12,-0.44,-0.22,-0.22
13,45,male,53,unconfounded,a,0,5.04660000000888,52,48,-39,83,15,-28,20.33333333,23.33333333,-3,41.9867704,45.69707017,-3.710299768,-39,-28,-11,-0.7,0.27,-0.97
13,45,male,54,confounded,b,1,8.052700000003028,67,51,-70,80,45,-59,16,22,-6,61.16098975,59.03106527,2.129924478,-70,-59,-11,-0.67,-0.53,-0.14
13,45,male,55,confounded,b,1,6.590700000002926,39,30,-45,49,34,-32,8,17,-9,37.65634077,35.18522417,2.471116596,-45,-32,-13,-0.68,-0.61,-0.07
13,45,male,56,unconfounded,b,1,2.707400000005918,74,33,-32,94,35,-27,25,34,-9,43.64248694,49.40310382,-5.760616872,-32,-27,-5,-0.27,-0.03,-0.24
13,45,male,57,confounded,a,0,8.272799999997005,48,42,-20,63,30,-5,23.33333333,29.33333333,-6,30.73904502,27.7648859,2.974159125,-20,-5,-15,-0.69,-0.04,-0.65
13,45,male,58,unconfounded,a,0,4.489000000000033,39,29,-22,58,1,-13,15.33333333,15.33333333,0,26.71246068,30.70649587,-3.994035195,-22,-13,-9,-0.63,0.6,-1.23
13,45,male,59,confounded,b,1,7.649799999996958,58,36,-89,59,29,-74,1.666666667,4.666666667,-3,64.73707507,56.95807425,7.779000822,-89,-74,-15,-0.65,-0.56,-0.09
13,45,male,60,confounded,b,1,5.353899999991086,67,16,-14,66,5,-2,23,23,0,33.43650699,30.53959179,2.896915205,-14,-2,-12,0.3,0.68,-0.38
13,45,male,61,confounded,b,1,8.388299999997002,91,40,-37,81,27,-32,31.33333333,25.33333333,6,52.61389761,46.14710777,6.466789845,-37,-32,-5,-0.24,-0.05,-0.19
13,45,male,62,unconfounded,a,0,3.592299999997067,76,48,-37,99,1,-31,29,23,6,48.04858652,55.30521374,-7.256627218,-37,-31,-6,-0.53,0.53,-1.06
13,45,male,63,unconfounded,a,0,5.295500000000061,60,27,-47,80,4,-41,13.33333333,14.33333333,-1,44.73874781,49.93551397,-5.196766162,-47,-41,-6,-0.43,0.3,-0.73
13,45,male,64,unconfounded,a,0,8.370799999997075,58,37,-21,83,16,-7,24.66666667,30.66666667,-6,33.40991204,38.17794593,-4.768033896,-21,-7,-14,-0.5,0.52,-1.02
13,45,male,65,unconfounded,a,0,5.414599999994039,65,46,-24,88,13,-14,29,29,0,38.27096375,43.15089802,-4.879934267,-24,-14,-10,-0.58,0.51,-1.09
13,45,male,66,confounded,a,0,3.5202999999970643,81,48,-42,79,15,-34,29,20,9,51.98076567,46.26733909,5.713426581,-42,-34,-8,-0.5,0.16,-0.66
13,45,male,67,unconfounded,b,1,2.325700000003053,92,49,-7,99,9,-1,44.66666667,35.66666667,9,40.53256578,44.96912521,-4.436559429,-7,-1,-6,-0.16,0.68,-0.84
13,45,male,68,confounded,a,0,4.525400000006016,65,62,-49,72,57,-42,26,29,-3,53.04714884,50.57667447,2.470474374,-49,-42,-7,-0.71,-0.66,-0.05
13,45,male,69,unconfounded,b,1,2.7332000000029666,76,64,-21,97,15,-11,39.66666667,33.66666667,6,43.17663977,46.02414825,-2.847508476,-21,-11,-10,-0.67,0.54,-1.21
13,45,male,70,unconfounded,b,1,6.840900000005945,65,38,-26,81,20,-21,25.66666667,26.66666667,-1,38.16047985,41.90730512,-3.74682527,-26,-21,-5,-0.45,0.23,-0.68
13,45,male,71,unconfounded,b,1,4.866899999991006,62,45,-31,84,8,-19,25.33333333,24.33333333,1,40.43375927,43.60682923,-3.173069958,-31,-19,-12,-0.61,0.51,-1.12
13,45,male,72,confounded,b,1,4.6095000000000255,82,65,-29,77,59,-18,39.33333333,39.33333333,0,48.81484292,41.20140235,7.613440566,-29,-18,-11,-0.64,-0.61,-0.03
13,45,male,73,unconfounded,b,1,6.726799999996956,50,24,-56,83,8,-46,6,15,-9,45.10727953,52.89612462,-7.788845091,-56,-46,-10,-0.54,0.2,-0.74
13,45,male,74,confounded,b,1,6.505999999999972,49,11,-37,57,15,-22,7.666666667,16.66666667,-9,35.18838192,32.27313985,2.915242074,-37,-22,-15,-0.14,0.08,-0.22
13,45,male,75,unconfounded,a,0,9.966700000003016,61,49,-22,81,3,-14,29.33333333,23.33333333,6,36.62725154,41.36289266,-4.735641114,-22,-14,-8,-0.65,0.62,-1.27
13,45,male,76,unconfounded,a,0,6.006200000002991,70,60,-28,92,11,-19,34,28,6,44.0302926,46.88283268,-2.852540076,-28,-19,-9,-0.68,0.5,-1.18
13,45,male,77,unconfounded,a,0,4.746900000005894,83,61,-20,99,4,-6,41.33333333,32.33333333,9,44.28945197,47.31689856,-3.027446588,-20,-6,-14,-0.58,0.68,-1.26
13,45,male,78,confounded,b,1,5.672099999994089,89,83,-40,98,60,-26,44,44,0,59.44745579,51.87163644,7.575819354,-40,-26,-14,-0.7,-0.43,-0.27
13,45,male,79,unconfounded,b,1,6.219600000008882,63,47,-21,91,15,-14,29.66666667,30.66666667,-1,36.41733409,44.27439692,-7.857062825,-21,-14,-7,-0.61,0.49,-1.1
13,45,male,80,unconfounded,a,0,4.774700000003008,58,49,-41,85,1,-29,22,19,3,44.69899328,48.24935233,-3.55035905,-41,-29,-12,-0.69,0.51,-1.2
13,45,male,81,unconfounded,a,0,5.009999999999991,63,32,-59,96,5,-47,12,18,-6,51.77515492,59.09878735,-7.323632437,-59,-47,-12,-0.52,0.32,-0.84
13,45,male,82,confounded,b,1,5.165499999999952,92,55,-16,86,47,-5,43.66666667,42.66666667,1,44.8131925,37.27674282,7.536449678,-16,-5,-11,-0.36,-0.17,-0.19
13,45,male,83,confounded,b,1,6.297500000000014,37,36,-64,47,22,-51,3,6,-3,47.37791328,41.57723736,5.800675917,-64,-51,-13,-0.71,-0.52,-0.19
13,45,male,84,confounded,b,1,8.128000000000043,81,74,-67,96,32,-58,29.33333333,23.33333333,6,68.17787194,63.16820579,5.009666154,-67,-58,-9,-0.7,-0.2,-0.5
13,45,male,85,unconfounded,b,1,11.75459999999407,67,30,-64,98,12,-50,11,20,-9,55.14224031,60.68497892,-5.542738609,-64,-50,-14,-0.48,0.2,-0.68
13,45,male,86,confounded,b,1,5.803999999999974,74,51,-26,76,46,-14,33,36,-3,42.76291228,37.41657387,5.346338412,-26,-14,-12,-0.56,-0.38,-0.18
13,45,male,87,unconfounded,a,0,4.675299999997037,52,41,-26,71,1,-14,22.33333333,19.33333333,3,34.47059939,37.04351795,-2.572918563,-26,-14,-12,-0.65,0.62,-1.27
13,45,male,88,confounded,a,0,8.689100000009034,60,35,-17,52,7,-8,26,17,9,32.07283378,25.49509757,6.577736212,-17,-8,-9,-0.4,0.53,-0.93
13,45,male,89,confounded,b,1,6.125200000003019,93,73,-18,97,48,-6,49.33333333,46.33333333,3,48.30688932,42.06608557,6.240803743,-18,-6,-12,-0.62,-0.06,-0.56
13,45,male,90,unconfounded,a,0,7.121700000002988,71,48,-19,96,7,-6,33.33333333,32.33333333,1,38.17794593,45.33088229,-7.152936355,-19,-6,-13,-0.52,0.66,-1.18
13,45,male,91,confounded,b,1,8.720700000002921,82,80,-87,96,60,-78,25,26,-1,79.20016835,74.99333304,4.206835313,-87,-78,-9,-0.71,-0.59,-0.12
13,45,male,92,unconfounded,b,1,7.355299999997101,44,17,-42,71,6,-31,6.333333333,15.33333333,-9,35.91038228,42.16106682,-6.250684541,-42,-31,-11,-0.42,0.32,-0.74
13,45,male,93,unconfounded,a,0,3.6789999999999736,72,70,-17,94,24,-11,41.66666667,35.66666667,6,41.49163236,43.65266951,-2.161037156,-17,-11,-6,-0.71,0.38,-1.09
13,45,male,94,confounded,b,1,5.700700000002939,60,58,-24,72,31,-12,31.33333333,30.33333333,1,39.13509366,34.29609631,4.838997345,-24,-12,-12,-0.71,-0.03,-0.68
13,45,male,95,unconfounded,a,0,6.469399999991083,89,46,-17,99,10,-9,39.33333333,33.33333333,6,43.53032149,47.07676945,-3.546447966,-17,-9,-8,-0.23,0.62,-0.85
13,45,male,97,confounded,b,1,4.049900000005891,67,34,-59,77,37,-45,14,23,-9,53.34791467,50.78057371,2.56734096,-59,-45,-14,-0.51,-0.39,-0.12
13,45,male,98,confounded,b,1,6.287900000005948,82,63,-26,93,35,-12,39.66666667,38.66666667,1,47.07676945,42.94440851,4.132360945,-26,-12,-14,-0.62,0.13,-0.75
13,45,male,99,unconfounded,a,0,4.972099999994043,63,60,-29,84,5,-22,31.33333333,22.33333333,9,42.67968551,44.97653709,-2.296851579,-29,-22,-7,-0.7,0.52,-1.22
13,45,male,100,confounded,b,1,8.653100000008976,83,79,-38,99,58,-24,41.33333333,44.33333333,-3,56.12090124,51.13598429,4.98491695,-38,-24,-14,-0.7,-0.38,-0.32
13,45,male,101,unconfounded,a,0,7.378500000000031,58,28,-19,71,11,-12,22.33333333,23.33333333,-1,31.68946548,34.98888712,-3.299421648,-19,-12,-7,-0.26,0.48,-0.74
13,45,male,102,unconfounded,a,0,5.422299999996994,80,55,-43,97,5,-37,30.66666667,21.66666667,9,53.08065142,55.96030339,-2.879651967,-43,-37,-6,-0.59,0.42,-1.01
13,45,male,103,confounded,a,0,5.807899999991037,79,45,-35,80,2,-20,29.66666667,20.66666667,9,47.7865625,42.90558109,4.880981407,-35,-20,-15,-0.45,0.57,-1.02
13,45,male,104,unconfounded,a,0,7.698299999997062,49,31,-74,83,4,-63,2,8,-6,54.24020649,59.67132198,-5.431115489,-74,-63,-11,-0.65,0.1,-0.75
13,45,male,105,confounded,b,1,6.289300000011963,98,40,-65,99,32,-55,24.33333333,25.33333333,-1,67.46027638,63.04671989,4.413556487,-65,-55,-10,-0.34,-0.16,-0.18
13,45,male,106,confounded,b,1,9.222500000000082,60,45,-95,64,47,-83,3.333333333,9.333333333,-6,69.8013053,65.65735975,4.143945558,-95,-83,-12,-0.68,-0.67,-0.01
13,45,male,107,unconfounded,a,0,7.0614000000059605,82,38,-49,98,3,-39,23.66666667,20.66666667,3,54.43242498,57.308134,-2.87570902,-49,-39,-10,-0.38,0.43,-0.81
13,45,male,108,unconfounded,a,0,7.111599999994041,71,45,-35,95,9,-23,27,27,0,45.10727953,49.82636518,-4.719085645,-35,-23,-12,-0.54,0.49,-1.03
13,45,male,109,confounded,b,1,9.540700000002971,85,77,-20,97,78,-6,47.33333333,56.33333333,-9,47.72374205,44.75364665,2.970095399,-20,-6,-14,-0.69,-0.61,-0.08
13,45,male,110,unconfounded,a,0,9.030599999994024,65,27,-35,83,18,-26,19,25,-6,41.21488404,44.77350407,-3.558620027,-35,-26,-9,-0.28,0.23,-0.51
13,45,male,111,confounded,a,0,7.361599999994041,69,40,-29,65,14,-17,26.66666667,20.66666667,6,41.10420362,33.80663972,7.297563908,-29,-17,-12,-0.45,0.29,-0.74
13,45,male,112,confounded,a,0,6.838100000008922,80,43,-41,81,8,-34,27.33333333,18.33333333,9,50.62498285,47.5137407,3.111242151,-41,-34,-7,-0.43,0.32,-0.75
13,45,male,113,unconfounded,b,1,7.481099999993944,72,35,-48,99,28,-41,19.66666667,28.66666667,-9,50.17524844,57.15670467,-6.981456236,-48,-41,-7,-0.43,0.02,-0.45
13,45,male,114,confounded,b,1,6.567299999996976,81,75,-12,85,53,-3,48,45,3,42.49705872,36.36848453,6.128574196,-12,-3,-9,-0.7,-0.32,-0.38
13,45,male,115,confounded,b,1,9.841899999991028,89,67,-17,87,61,-12,46.33333333,45.33333333,1,45.67518169,41.90730512,3.76787657,-17,-12,-5,-0.59,-0.51,-0.08
13,45,male,116,confounded,b,1,8.13900000000001,86,67,-20,98,40,-5,44.33333333,44.33333333,0,46.14710777,42.16106682,3.986040948,-20,-5,-15,-0.62,0.15,-0.77
13,45,male,117,unconfounded,a,0,5.329500000000053,72,34,-68,95,3,-57,12.66666667,13.66666667,-1,59.11194653,62.51044357,-3.398497045,-68,-57,-11,-0.49,0.25,-0.74
13,45,male,118,unconfounded,b,1,9.03559999999402,61,53,-62,85,48,-54,17.33333333,26.33333333,-9,56.19213073,58.77830288,-2.586172149,-62,-54,-8,-0.7,-0.5,-0.2
13,45,male,119,confounded,b,1,6.0927999999969416,78,64,-50,80,54,-42,30.66666667,30.66666667,0,57.32558087,52.46797965,4.857601218,-50,-42,-8,-0.68,-0.58,-0.1
13,45,male,120,confounded,a,0,6.255800000011845,91,73,-19,96,36,-14,48.33333333,39.33333333,9,48.17560471,44.96912521,3.206479496,-19,-14,-5,-0.63,0.11,-0.74
13,45,male,121,unconfounded,a,0,12.27640000000588,57,33,-78,87,14,-71,4,10,-6,58.80476171,64.56521251,-5.7604508,-78,-71,-7,-0.62,-0.09,-0.53
13,45,male,122,confounded,b,1,10.362299999997049,57,2,-48,64,9,-35,3.666666667,12.66666667,-9,42.88226777,40.49965706,2.382610705,-48,-35,-13,0.06,0.14,-0.08
13,45,male,123,confounded,b,1,7.935199999988072,66,61,-21,85,54,-6,35.33333333,44.33333333,-9,39.88594851,37.77418284,2.111765679,-21,-6,-15,-0.7,-0.37,-0.33
13,45,male,124,confounded,b,1,13.111499999999978,69,48,-67,68,45,-60,16.66666667,17.66666667,-1,59.77922344,55.7155474,4.063676043,-67,-60,-7,-0.64,-0.62,-0.02
13,45,male,125,unconfounded,a,0,12.8593000000119,85,48,-45,99,2,-40,29.33333333,20.33333333,9,54.68901982,58.20843772,-3.519417903,-45,-40,-5,-0.47,0.44,-0.91
13,45,male,126,confounded,b,1,8.465099999993981,78,18,-86,77,22,-71,3.333333333,9.333333333,-6,67.75117875,61.08100268,6.670176067,-86,-71,-15,-0.31,-0.3,-0.01
13,45,male,127,unconfounded,a,0,7.82279999999696,78,19,-16,89,2,-7,27,28,-1,38.79003308,43.28972164,-4.49968856,-16,-7,-9,0.3,0.68,-0.38
13,45,male,128,unconfounded,a,0,7.502400000005991,67,36,-51,86,5,-42,17.33333333,16.33333333,1,49.94886274,52.8667087,-2.917845962,-51,-42,-9,-0.51,0.31,-0.82
13,45,male,129,confounded,a,0,17.877900000005866,81,8,-35,75,6,-24,18,19,-1,47.88179891,41.44876355,6.433035356,-35,-24,-11,0.3,0.44,-0.14
13,45,male,130,confounded,a,0,5.906200000003082,84,56,-46,86,24,-34,31.33333333,25.33333333,6,55.86491644,48.9988662,6.86605024,-46,-34,-12,-0.58,0.04,-0.62
13,45,male,131,confounded,b,1,6.114099999994096,81,40,-65,84,42,-52,18.66666667,24.66666667,-6,61.48351179,56.85849883,4.625012964,-65,-52,-13,-0.48,-0.43,-0.05
13,45,male,132,confounded,b,1,9.321299999997107,84,73,-51,95,70,-41,35.33333333,41.33333333,-6,61.21183618,59.10630724,2.105528943,-51,-41,-10,-0.69,-0.61,-0.08
13,45,male,133,confounded,a,0,7.442899999991141,76,27,-21,72,4,-12,27.33333333,21.33333333,6,39.60078563,36.41733409,3.183451536,-21,-12,-9,0.01,0.61,-0.6
13,45,male,134,confounded,b,1,8.696099999993976,81,78,-44,94,63,-33,38.33333333,41.33333333,-3,58.2313394,54.06374838,4.167591025,-44,-33,-11,-0.71,-0.54,-0.17
13,45,male,135,confounded,b,1,16.562700000003133,62,49,-44,69,55,-30,22.33333333,31.33333333,-9,47.20404879,43.74420597,3.459842825,-44,-30,-14,-0.67,-0.65,-0.02
13,45,male,136,unconfounded,b,1,6.957999999999856,70,55,-15,99,30,-1,36.66666667,42.66666667,-6,37.04351795,41.7957999,-4.752281944,-15,-1,-14,-0.62,0.43,-1.05
13,45,male,137,unconfounded,a,0,7.79409999999416,48,36,-33,76,20,-27,17,23,-6,35.6931366,42.10304819,-6.409911592,-33,-27,-6,-0.65,0.11,-0.76
13,45,male,138,unconfounded,a,0,5.010700000002998,74,30,-33,93,7,-20,23.66666667,26.66666667,-3,43.91152721,48.18252334,-4.270996128,-33,-20,-13,-0.21,0.54,-0.75
13,45,male,139,confounded,a,0,7.265900000006013,57,40,-94,70,21,-79,1,4,-3,67.53270812,62.00537611,5.527332014,-94,-79,-15,-0.67,-0.39,-0.28
13,45,male,140,unconfounded,a,0,5.966699999988123,70,41,-47,93,2,-40,21.33333333,18.33333333,3,49.74825513,55.51176052,-5.763505382,-47,-40,-7,-0.53,0.42,-0.95
13,45,male,141,confounded,b,1,5.00540000000592,87,67,-40,97,42,-25,38,38,0,55.75541827,49.88653793,5.868880342,-40,-25,-15,-0.64,-0.12,-0.52
13,45,male,142,confounded,b,1,5.664200000002893,95,75,-28,96,64,-15,47.33333333,48.33333333,-1,53.89083616,46.64999702,7.240839139,-28,-15,-13,-0.63,-0.47,-0.16
13,45,male,143,confounded,b,1,12.801899999991065,88,55,-57,98,39,-42,28.66666667,31.66666667,-3,62.05553069,57.38950736,4.666023323,-57,-42,-15,-0.56,-0.19,-0.37
13,45,male,144,unconfounded,b,1,6.153299999996989,52,47,-90,84,32,-80,3,12,-9,65.79260343,68.43001291,-2.637409474,-90,-80,-10,-0.7,-0.41,-0.29
13,45,male,145,confounded,a,0,7.36540000000582,95,77,-55,97,48,-46,39,33,6,66.87301399,59.33520596,7.537808026,-55,-46,-9,-0.67,-0.36,-0.31
